"author1"	"author2"	"pubs"	"pubIDs"
"DOWSHEN N"	"JUNE CH"	"0"	""
"DOWSHEN N"	"koenig h"	"0"	""
"DOWSHEN N"	"Kohler HP"	"0"	""
"DOWSHEN N"	"KOHLI RM"	"0"	""
"DOWSHEN N"	"KOLSON D"	"0"	""
"DOWSHEN N"	"kovaric cl"	"0"	""
"DOWSHEN N"	"LANGLEBEN DD"	"0"	""
"DOWSHEN N"	"LIEBERMAN PM"	"0"	""
"DOWSHEN N"	"LIU C"	"0"	""
"DOWSHEN N"	"Lo Re V"	"0"	""
"DOWSHEN N"	"LOWENTHAL ED"	"0"	""
"DOWSHEN N"	"Mcguire JL"	"0"	""
"DOWSHEN N"	"METZGER DS"	"0"	""
"DOWSHEN N"	"MONTANER L"	"0"	""
"DOWSHEN N"	"Moore JH"	"0"	""
"DOWSHEN N"	"morroni c"	"0"	""
"DOWSHEN N"	"O'doherty U"	"0"	""
"DOWSHEN N"	"OBRIEN CP"	"0"	""
"DOWSHEN N"	"ratcliffe s"	"2"	"29424777,28891717"
"DOWSHEN N"	"RILEY JL"	"0"	""
"DOWSHEN N"	"ROBERTSON ES"	"0"	""
"DOWSHEN N"	"ROSS R"	"0"	""
"DOWSHEN N"	"rutstein r"	"0"	""
"DOWSHEN N"	"sawinski d"	"0"	""
"DOWSHEN N"	"SCHNOLL RA"	"0"	""
"DOWSHEN N"	"schulman ln"	"0"	""
"DOWSHEN N"	"SCOTT PA"	"0"	""
"DOWSHEN N"	"SHAW GM"	"0"	""
"DOWSHEN N"	"shaw pa"	"0"	""
"DOWSHEN N"	"stallings v"	"0"	""
"DOWSHEN N"	"steenhoff ap"	"0"	""
"DOWSHEN N"	"stevens r"	"0"	""
"DOWSHEN N"	"su lf"	"0"	""
"DOWSHEN N"	"TEBAS P"	"0"	""
"DOWSHEN N"	"Teitelman A"	"0"	""
"DOWSHEN N"	"Tomescu C"	"0"	""
"DOWSHEN N"	"van duyne g"	"0"	""
"DOWSHEN N"	"VILLARRUEL A"	"0"	""
"DOWSHEN N"	"WEINER DB"	"0"	""
"DOWSHEN N"	"Weissman D"	"0"	""
"DOWSHEN N"	"WHERRY EJ"	"0"	""
"DOWSHEN N"	"Wood s"	"6"	"29424777,28891717,28132744,27865332,27282015,25985061"
"DOWSHEN N"	"WOODY GE"	"0"	""
"DOWSHEN N"	"YEHIA B"	"1"	"25469529"
"DOWSHEN N"	"YOU J"	"0"	""
"DOWSHEN N"	"Yuan Y"	"0"	""
"DOWSHEN N"	"ZETOLA N"	"0"	""
"EISENBERG RJ"	"Eisenlohr L"	"0"	""
"EISENBERG RJ"	"EPPERSON CN"	"0"	""
"EISENBERG RJ"	"Evans DL"	"0"	""
"EISENBERG RJ"	"friedman hm"	"0"	""
"EISENBERG RJ"	"GHOSE T"	"0"	""
"EISENBERG RJ"	"GROSS R"	"0"	""
"EISENBERG RJ"	"grover s"	"0"	""
"EISENBERG RJ"	"HAHN BH"	"0"	""
"EISENBERG RJ"	"Hahn SM"	"0"	""
"EISENBERG RJ"	"HOXIE J"	"0"	""
"EISENBERG RJ"	"HUNTER CA"	"0"	""
"EISENBERG RJ"	"jarvis jn"	"0"	""
"EISENBERG RJ"	"JEMMOTT J"	"0"	""
"EISENBERG RJ"	"JEMMOTT L"	"0"	""
"EISENBERG RJ"	"JOHNSON PR"	"0"	""
"EISENBERG RJ"	"JORDAN-SCIUTTO K"	"0"	""
"EISENBERG RJ"	"JUNE CH"	"0"	""
"EISENBERG RJ"	"koenig h"	"0"	""
"EISENBERG RJ"	"Kohler HP"	"0"	""
"EISENBERG RJ"	"KOHLI RM"	"0"	""
"EISENBERG RJ"	"KOLSON D"	"0"	""
"EISENBERG RJ"	"kovaric cl"	"0"	""
"EISENBERG RJ"	"LANGLEBEN DD"	"0"	""
"EISENBERG RJ"	"LIEBERMAN PM"	"0"	""
"EISENBERG RJ"	"LIU C"	"0"	""
"EISENBERG RJ"	"Lo Re V"	"0"	""
"EISENBERG RJ"	"LOWENTHAL ED"	"0"	""
"EISENBERG RJ"	"Mcguire JL"	"0"	""
"EISENBERG RJ"	"METZGER DS"	"0"	""
"EISENBERG RJ"	"MONTANER L"	"0"	""
"EISENBERG RJ"	"Moore JH"	"0"	""
"EISENBERG RJ"	"morroni c"	"0"	""
"EISENBERG RJ"	"O'doherty U"	"0"	""
"EISENBERG RJ"	"OBRIEN CP"	"0"	""
"EISENBERG RJ"	"ratcliffe s"	"0"	""
"EISENBERG RJ"	"RILEY JL"	"0"	""
"EISENBERG RJ"	"ROBERTSON ES"	"0"	""
"EISENBERG RJ"	"ROSS R"	"0"	""
"EISENBERG RJ"	"rutstein r"	"0"	""
"EISENBERG RJ"	"sawinski d"	"0"	""
"EISENBERG RJ"	"SCHNOLL RA"	"0"	""
"EISENBERG RJ"	"schulman ln"	"0"	""
"EISENBERG RJ"	"SCOTT PA"	"0"	""
"EISENBERG RJ"	"SHAW GM"	"0"	""
"EISENBERG RJ"	"shaw pa"	"0"	""
"EISENBERG RJ"	"stallings v"	"0"	""
"EISENBERG RJ"	"steenhoff ap"	"0"	""
"EISENBERG RJ"	"stevens r"	"0"	""
"EISENBERG RJ"	"su lf"	"0"	""
"EISENBERG RJ"	"TEBAS P"	"0"	""
"EISENBERG RJ"	"Teitelman A"	"0"	""
"EISENBERG RJ"	"Tomescu C"	"0"	""
"EISENBERG RJ"	"van duyne g"	"0"	""
"EISENBERG RJ"	"VILLARRUEL A"	"0"	""
"EISENBERG RJ"	"WEINER DB"	"0"	""
"EISENBERG RJ"	"Weissman D"	"0"	""
"EISENBERG RJ"	"WHERRY EJ"	"0"	""
"EISENBERG RJ"	"Wood s"	"0"	""
"EISENBERG RJ"	"WOODY GE"	"0"	""
"EISENBERG RJ"	"YEHIA B"	"0"	""
"EISENBERG RJ"	"YOU J"	"0"	""
"EISENBERG RJ"	"Yuan Y"	"0"	""
"EISENBERG RJ"	"ZETOLA N"	"0"	""
"Eisenlohr L"	"EPPERSON CN"	"0"	""
"Eisenlohr L"	"Evans DL"	"0"	""
"Eisenlohr L"	"friedman hm"	"0"	""
"Eisenlohr L"	"GHOSE T"	"0"	""
"Eisenlohr L"	"GROSS R"	"0"	""
"Eisenlohr L"	"grover s"	"0"	""
"Eisenlohr L"	"HAHN BH"	"0"	""
"Eisenlohr L"	"Hahn SM"	"0"	""
"Eisenlohr L"	"HOXIE J"	"0"	""
"Eisenlohr L"	"HUNTER CA"	"0"	""
"Eisenlohr L"	"jarvis jn"	"0"	""
"Eisenlohr L"	"JEMMOTT J"	"0"	""
"Eisenlohr L"	"JEMMOTT L"	"0"	""
"Eisenlohr L"	"JOHNSON PR"	"0"	""
"Eisenlohr L"	"JORDAN-SCIUTTO K"	"0"	""
"Eisenlohr L"	"JUNE CH"	"0"	""
"Eisenlohr L"	"koenig h"	"0"	""
"Eisenlohr L"	"Kohler HP"	"0"	""
"Eisenlohr L"	"KOHLI RM"	"0"	""
"Eisenlohr L"	"KOLSON D"	"0"	""
"Eisenlohr L"	"kovaric cl"	"0"	""
"Eisenlohr L"	"LANGLEBEN DD"	"0"	""
"Eisenlohr L"	"LIEBERMAN PM"	"0"	""
"Eisenlohr L"	"LIU C"	"0"	""
"Eisenlohr L"	"Lo Re V"	"0"	""
"Eisenlohr L"	"LOWENTHAL ED"	"0"	""
"Eisenlohr L"	"Mcguire JL"	"0"	""
"Eisenlohr L"	"METZGER DS"	"0"	""
"Eisenlohr L"	"MONTANER L"	"0"	""
"Eisenlohr L"	"Moore JH"	"0"	""
"Eisenlohr L"	"morroni c"	"0"	""
"Eisenlohr L"	"O'doherty U"	"0"	""
"Eisenlohr L"	"OBRIEN CP"	"0"	""
"Eisenlohr L"	"ratcliffe s"	"0"	""
"Eisenlohr L"	"RILEY JL"	"0"	""
"Eisenlohr L"	"ROBERTSON ES"	"0"	""
"Eisenlohr L"	"ROSS R"	"0"	""
"Eisenlohr L"	"rutstein r"	"0"	""
"Eisenlohr L"	"sawinski d"	"0"	""
"Eisenlohr L"	"SCHNOLL RA"	"0"	""
"Eisenlohr L"	"schulman ln"	"0"	""
"Eisenlohr L"	"SCOTT PA"	"0"	""
"Eisenlohr L"	"SHAW GM"	"0"	""
"Eisenlohr L"	"shaw pa"	"0"	""
"Eisenlohr L"	"stallings v"	"0"	""
"Eisenlohr L"	"steenhoff ap"	"0"	""
"Eisenlohr L"	"stevens r"	"0"	""
"Eisenlohr L"	"su lf"	"0"	""
"Eisenlohr L"	"TEBAS P"	"0"	""
"Eisenlohr L"	"Teitelman A"	"0"	""
"Eisenlohr L"	"Tomescu C"	"0"	""
"Eisenlohr L"	"van duyne g"	"0"	""
"Eisenlohr L"	"VILLARRUEL A"	"0"	""
"Eisenlohr L"	"WEINER DB"	"0"	""
"Eisenlohr L"	"Weissman D"	"1"	"29739835"
"Eisenlohr L"	"WHERRY EJ"	"1"	"29031786"
"Eisenlohr L"	"Wood s"	"0"	""
"Eisenlohr L"	"WOODY GE"	"0"	""
"Eisenlohr L"	"YEHIA B"	"0"	""
"Eisenlohr L"	"YOU J"	"0"	""
"Eisenlohr L"	"Yuan Y"	"0"	""
"Eisenlohr L"	"ZETOLA N"	"0"	""
"EPPERSON CN"	"Evans DL"	"0"	""
"EPPERSON CN"	"friedman hm"	"0"	""
"EPPERSON CN"	"GHOSE T"	"0"	""
"EPPERSON CN"	"GROSS R"	"0"	""
"EPPERSON CN"	"grover s"	"0"	""
"EPPERSON CN"	"HAHN BH"	"0"	""
"EPPERSON CN"	"Hahn SM"	"0"	""
"EPPERSON CN"	"HOXIE J"	"0"	""
"EPPERSON CN"	"HUNTER CA"	"0"	""
"EPPERSON CN"	"jarvis jn"	"0"	""
"EPPERSON CN"	"JEMMOTT J"	"0"	""
"EPPERSON CN"	"JEMMOTT L"	"0"	""
"EPPERSON CN"	"JOHNSON PR"	"0"	""
"EPPERSON CN"	"JORDAN-SCIUTTO K"	"0"	""
"EPPERSON CN"	"JUNE CH"	"0"	""
"EPPERSON CN"	"koenig h"	"0"	""
"EPPERSON CN"	"Kohler HP"	"0"	""
"EPPERSON CN"	"KOHLI RM"	"0"	""
"EPPERSON CN"	"KOLSON D"	"0"	""
"EPPERSON CN"	"kovaric cl"	"0"	""
"EPPERSON CN"	"LANGLEBEN DD"	"0"	""
"EPPERSON CN"	"LIEBERMAN PM"	"0"	""
"EPPERSON CN"	"LIU C"	"0"	""
"EPPERSON CN"	"Lo Re V"	"0"	""
"EPPERSON CN"	"LOWENTHAL ED"	"0"	""
"EPPERSON CN"	"Mcguire JL"	"0"	""
"EPPERSON CN"	"METZGER DS"	"0"	""
"EPPERSON CN"	"MONTANER L"	"0"	""
"EPPERSON CN"	"Moore JH"	"0"	""
"EPPERSON CN"	"morroni c"	"0"	""
"EPPERSON CN"	"O'doherty U"	"0"	""
"EPPERSON CN"	"OBRIEN CP"	"0"	""
"EPPERSON CN"	"ratcliffe s"	"0"	""
"EPPERSON CN"	"RILEY JL"	"0"	""
"EPPERSON CN"	"ROBERTSON ES"	"0"	""
"EPPERSON CN"	"ROSS R"	"0"	""
"EPPERSON CN"	"rutstein r"	"0"	""
"EPPERSON CN"	"sawinski d"	"0"	""
"EPPERSON CN"	"SCHNOLL RA"	"0"	""
"EPPERSON CN"	"schulman ln"	"0"	""
"EPPERSON CN"	"SCOTT PA"	"0"	""
"EPPERSON CN"	"SHAW GM"	"0"	""
"EPPERSON CN"	"shaw pa"	"0"	""
"EPPERSON CN"	"stallings v"	"0"	""
"EPPERSON CN"	"steenhoff ap"	"0"	""
"EPPERSON CN"	"stevens r"	"0"	""
"EPPERSON CN"	"su lf"	"0"	""
"EPPERSON CN"	"TEBAS P"	"0"	""
"EPPERSON CN"	"Teitelman A"	"0"	""
"EPPERSON CN"	"Tomescu C"	"0"	""
"EPPERSON CN"	"van duyne g"	"0"	""
"EPPERSON CN"	"VILLARRUEL A"	"0"	""
"EPPERSON CN"	"WEINER DB"	"0"	""
"EPPERSON CN"	"Weissman D"	"0"	""
"EPPERSON CN"	"WHERRY EJ"	"0"	""
"EPPERSON CN"	"Wood s"	"0"	""
"EPPERSON CN"	"WOODY GE"	"0"	""
"EPPERSON CN"	"YEHIA B"	"0"	""
"EPPERSON CN"	"YOU J"	"0"	""
"EPPERSON CN"	"Yuan Y"	"0"	""
"EPPERSON CN"	"ZETOLA N"	"0"	""
"Evans DL"	"friedman hm"	"0"	""
"Evans DL"	"GHOSE T"	"0"	""
"Evans DL"	"GROSS R"	"0"	""
"Evans DL"	"grover s"	"0"	""
"Evans DL"	"HAHN BH"	"0"	""
"Evans DL"	"Hahn SM"	"0"	""
"Evans DL"	"HOXIE J"	"0"	""
"Evans DL"	"HUNTER CA"	"0"	""
"Evans DL"	"jarvis jn"	"0"	""
"Evans DL"	"JEMMOTT J"	"1"	"28831617"
"Evans DL"	"JEMMOTT L"	"0"	""
"Evans DL"	"JOHNSON PR"	"0"	""
"Evans DL"	"JORDAN-SCIUTTO K"	"0"	""
"Evans DL"	"JUNE CH"	"0"	""
"Evans DL"	"koenig h"	"0"	""
"Evans DL"	"Kohler HP"	"0"	""
"Evans DL"	"KOHLI RM"	"0"	""
"Evans DL"	"KOLSON D"	"0"	""
"Evans DL"	"kovaric cl"	"0"	""
"Evans DL"	"LANGLEBEN DD"	"0"	""
"Evans DL"	"LIEBERMAN PM"	"0"	""
"Evans DL"	"LIU C"	"0"	""
"Evans DL"	"Lo Re V"	"0"	""
"Evans DL"	"LOWENTHAL ED"	"0"	""
"Evans DL"	"Mcguire JL"	"0"	""
"Evans DL"	"METZGER DS"	"0"	""
"Evans DL"	"MONTANER L"	"0"	""
"Evans DL"	"Moore JH"	"0"	""
"Evans DL"	"morroni c"	"0"	""
"Evans DL"	"O'doherty U"	"0"	""
"Evans DL"	"OBRIEN CP"	"0"	""
"Evans DL"	"ratcliffe s"	"0"	""
"Evans DL"	"RILEY JL"	"0"	""
"Evans DL"	"ROBERTSON ES"	"0"	""
"Evans DL"	"ROSS R"	"0"	""
"Evans DL"	"rutstein r"	"0"	""
"Evans DL"	"sawinski d"	"0"	""
"Evans DL"	"SCHNOLL RA"	"0"	""
"Evans DL"	"schulman ln"	"0"	""
"Evans DL"	"SCOTT PA"	"0"	""
"Evans DL"	"SHAW GM"	"0"	""
"Evans DL"	"shaw pa"	"0"	""
"Evans DL"	"stallings v"	"0"	""
"Evans DL"	"steenhoff ap"	"0"	""
"Evans DL"	"stevens r"	"0"	""
"Evans DL"	"su lf"	"0"	""
"Evans DL"	"TEBAS P"	"3"	"28978797,25915168,24862330"
"Evans DL"	"Teitelman A"	"0"	""
"Evans DL"	"Tomescu C"	"0"	""
"Evans DL"	"van duyne g"	"0"	""
"Evans DL"	"VILLARRUEL A"	"0"	""
"Evans DL"	"WEINER DB"	"0"	""
"Evans DL"	"Weissman D"	"0"	""
"Evans DL"	"WHERRY EJ"	"0"	""
"Evans DL"	"Wood s"	"0"	""
"Evans DL"	"WOODY GE"	"0"	""
"Evans DL"	"YEHIA B"	"0"	""
"Evans DL"	"YOU J"	"0"	""
"Evans DL"	"Yuan Y"	"0"	""
"Evans DL"	"ZETOLA N"	"0"	""
"friedman hm"	"GHOSE T"	"0"	""
"friedman hm"	"GROSS R"	"0"	""
"friedman hm"	"grover s"	"0"	""
"friedman hm"	"HAHN BH"	"0"	""
"friedman hm"	"Hahn SM"	"0"	""
"friedman hm"	"HOXIE J"	"0"	""
"friedman hm"	"HUNTER CA"	"0"	""
"friedman hm"	"jarvis jn"	"0"	""
"friedman hm"	"JEMMOTT J"	"0"	""
"friedman hm"	"JEMMOTT L"	"0"	""
"friedman hm"	"JOHNSON PR"	"0"	""
"friedman hm"	"JORDAN-SCIUTTO K"	"0"	""
"friedman hm"	"JUNE CH"	"0"	""
"friedman hm"	"koenig h"	"0"	""
"friedman hm"	"Kohler HP"	"0"	""
"friedman hm"	"KOHLI RM"	"0"	""
"friedman hm"	"KOLSON D"	"0"	""
"friedman hm"	"kovaric cl"	"0"	""
"friedman hm"	"LANGLEBEN DD"	"0"	""
"friedman hm"	"LIEBERMAN PM"	"0"	""
"friedman hm"	"LIU C"	"0"	""
"friedman hm"	"Lo Re V"	"0"	""
"friedman hm"	"LOWENTHAL ED"	"0"	""
"friedman hm"	"Mcguire JL"	"0"	""
"friedman hm"	"METZGER DS"	"0"	""
"friedman hm"	"MONTANER L"	"0"	""
"friedman hm"	"Moore JH"	"0"	""
"friedman hm"	"morroni c"	"0"	""
"friedman hm"	"O'doherty U"	"0"	""
"friedman hm"	"OBRIEN CP"	"0"	""
"friedman hm"	"ratcliffe s"	"0"	""
"friedman hm"	"RILEY JL"	"0"	""
"friedman hm"	"ROBERTSON ES"	"0"	""
"friedman hm"	"ROSS R"	"0"	""
"friedman hm"	"rutstein r"	"0"	""
"friedman hm"	"sawinski d"	"0"	""
"friedman hm"	"SCHNOLL RA"	"0"	""
"friedman hm"	"schulman ln"	"0"	""
"friedman hm"	"SCOTT PA"	"0"	""
"friedman hm"	"SHAW GM"	"0"	""
"friedman hm"	"shaw pa"	"0"	""
"friedman hm"	"stallings v"	"0"	""
"friedman hm"	"steenhoff ap"	"2"	"28966882,23982829"
"friedman hm"	"stevens r"	"0"	""
"friedman hm"	"su lf"	"0"	""
"friedman hm"	"TEBAS P"	"0"	""
"friedman hm"	"Teitelman A"	"0"	""
"friedman hm"	"Tomescu C"	"0"	""
"friedman hm"	"van duyne g"	"0"	""
"friedman hm"	"VILLARRUEL A"	"0"	""
"friedman hm"	"WEINER DB"	"0"	""
"friedman hm"	"Weissman D"	"0"	""
"friedman hm"	"WHERRY EJ"	"0"	""
"friedman hm"	"Wood s"	"0"	""
"friedman hm"	"WOODY GE"	"0"	""
"friedman hm"	"YEHIA B"	"0"	""
"friedman hm"	"YOU J"	"0"	""
"friedman hm"	"Yuan Y"	"0"	""
"friedman hm"	"ZETOLA N"	"0"	""
"GHOSE T"	"GROSS R"	"0"	""
"GHOSE T"	"grover s"	"0"	""
"GHOSE T"	"HAHN BH"	"0"	""
"GHOSE T"	"Hahn SM"	"0"	""
"GHOSE T"	"HOXIE J"	"0"	""
"GHOSE T"	"HUNTER CA"	"0"	""
"GHOSE T"	"jarvis jn"	"0"	""
"GHOSE T"	"JEMMOTT J"	"0"	""
"GHOSE T"	"JEMMOTT L"	"0"	""
"GHOSE T"	"JOHNSON PR"	"0"	""
"GHOSE T"	"JORDAN-SCIUTTO K"	"0"	""
"GHOSE T"	"JUNE CH"	"0"	""
"GHOSE T"	"koenig h"	"0"	""
"GHOSE T"	"Kohler HP"	"0"	""
"GHOSE T"	"KOHLI RM"	"0"	""
"GHOSE T"	"KOLSON D"	"0"	""
"GHOSE T"	"kovaric cl"	"0"	""
"GHOSE T"	"LANGLEBEN DD"	"0"	""
"GHOSE T"	"LIEBERMAN PM"	"0"	""
"GHOSE T"	"LIU C"	"0"	""
"GHOSE T"	"Lo Re V"	"0"	""
"GHOSE T"	"LOWENTHAL ED"	"0"	""
"GHOSE T"	"Mcguire JL"	"0"	""
"GHOSE T"	"METZGER DS"	"0"	""
"GHOSE T"	"MONTANER L"	"0"	""
"GHOSE T"	"Moore JH"	"0"	""
"GHOSE T"	"morroni c"	"0"	""
"GHOSE T"	"O'doherty U"	"0"	""
"GHOSE T"	"OBRIEN CP"	"0"	""
"GHOSE T"	"ratcliffe s"	"0"	""
"GHOSE T"	"RILEY JL"	"0"	""
"GHOSE T"	"ROBERTSON ES"	"0"	""
"GHOSE T"	"ROSS R"	"0"	""
"GHOSE T"	"rutstein r"	"0"	""
"GHOSE T"	"sawinski d"	"0"	""
"GHOSE T"	"SCHNOLL RA"	"0"	""
"GHOSE T"	"schulman ln"	"0"	""
"GHOSE T"	"SCOTT PA"	"0"	""
"GHOSE T"	"SHAW GM"	"0"	""
"GHOSE T"	"shaw pa"	"0"	""
"GHOSE T"	"stallings v"	"0"	""
"GHOSE T"	"steenhoff ap"	"0"	""
"GHOSE T"	"stevens r"	"0"	""
"GHOSE T"	"su lf"	"0"	""
"GHOSE T"	"TEBAS P"	"0"	""
"GHOSE T"	"Teitelman A"	"0"	""
"GHOSE T"	"Tomescu C"	"0"	""
"GHOSE T"	"van duyne g"	"0"	""
"GHOSE T"	"VILLARRUEL A"	"0"	""
"GHOSE T"	"WEINER DB"	"0"	""
"GHOSE T"	"Weissman D"	"0"	""
"GHOSE T"	"WHERRY EJ"	"0"	""
"GHOSE T"	"Wood s"	"0"	""
"GHOSE T"	"WOODY GE"	"0"	""
"GHOSE T"	"YEHIA B"	"0"	""
"GHOSE T"	"YOU J"	"0"	""
"GHOSE T"	"Yuan Y"	"0"	""
"GHOSE T"	"ZETOLA N"	"0"	""
"GROSS R"	"grover s"	"0"	""
"GROSS R"	"HAHN BH"	"0"	""
"GROSS R"	"Hahn SM"	"0"	""
"GROSS R"	"HOXIE J"	"0"	""
"GROSS R"	"HUNTER CA"	"0"	""
"GROSS R"	"jarvis jn"	"1"	"29550739"
"GROSS R"	"JEMMOTT J"	"0"	""
"GROSS R"	"JEMMOTT L"	"0"	""
"GROSS R"	"JOHNSON PR"	"0"	""
"GROSS R"	"JORDAN-SCIUTTO K"	"0"	""
"GROSS R"	"JUNE CH"	"0"	""
"GROSS R"	"koenig h"	"0"	""
"GROSS R"	"Kohler HP"	"0"	""
"GROSS R"	"KOHLI RM"	"0"	""
"GROSS R"	"KOLSON D"	"1"	"29667531"
"GROSS R"	"kovaric cl"	"0"	""
"GROSS R"	"LANGLEBEN DD"	"0"	""
"GROSS R"	"LIEBERMAN PM"	"0"	""
"GROSS R"	"LIU C"	"4"	"29550739,28092381,25477046,24099566"
"GROSS R"	"Lo Re V"	"1"	"24597697"
"GROSS R"	"LOWENTHAL ED"	"5"	"27631365,25855047,25822083,25279938,24049440"
"GROSS R"	"Mcguire JL"	"0"	""
"GROSS R"	"METZGER DS"	"0"	""
"GROSS R"	"MONTANER L"	"0"	""
"GROSS R"	"Moore JH"	"0"	""
"GROSS R"	"morroni c"	"0"	""
"GROSS R"	"O'doherty U"	"0"	""
"GROSS R"	"OBRIEN CP"	"0"	""
"GROSS R"	"ratcliffe s"	"2"	"29667531,29424777"
"GROSS R"	"RILEY JL"	"0"	""
"GROSS R"	"ROBERTSON ES"	"0"	""
"GROSS R"	"ROSS R"	"0"	""
"GROSS R"	"rutstein r"	"0"	""
"GROSS R"	"sawinski d"	"0"	""
"GROSS R"	"SCHNOLL RA"	"1"	"28429289"
"GROSS R"	"schulman ln"	"0"	""
"GROSS R"	"SCOTT PA"	"0"	""
"GROSS R"	"SHAW GM"	"0"	""
"GROSS R"	"shaw pa"	"1"	"27710086"
"GROSS R"	"stallings v"	"1"	"26976889"
"GROSS R"	"steenhoff ap"	"11"	"28692529,28481785,28203772,27447841,27014741,26976889,26668340,26611774,25672566,24664872,23908475"
"GROSS R"	"stevens r"	"0"	""
"GROSS R"	"su lf"	"0"	""
"GROSS R"	"TEBAS P"	"0"	""
"GROSS R"	"Teitelman A"	"0"	""
"GROSS R"	"Tomescu C"	"0"	""
"GROSS R"	"van duyne g"	"0"	""
"GROSS R"	"VILLARRUEL A"	"0"	""
"GROSS R"	"WEINER DB"	"0"	""
"GROSS R"	"Weissman D"	"5"	"28203772,27014741,26611774,25672566,23908475"
"GROSS R"	"WHERRY EJ"	"0"	""
"GROSS R"	"Wood s"	"1"	"29424777"
"GROSS R"	"WOODY GE"	"0"	""
"GROSS R"	"YEHIA B"	"4"	"26400078,25931243,25671515,24077931"
"GROSS R"	"YOU J"	"0"	""
"GROSS R"	"Yuan Y"	"0"	""
"GROSS R"	"ZETOLA N"	"0"	""
"grover s"	"HAHN BH"	"0"	""
"grover s"	"Hahn SM"	"4"	"26579491,26460990,26114095,25905040"
"grover s"	"HOXIE J"	"0"	""
"grover s"	"HUNTER CA"	"0"	""
"grover s"	"jarvis jn"	"0"	""
"grover s"	"JEMMOTT J"	"0"	""
"grover s"	"JEMMOTT L"	"0"	""
"grover s"	"JOHNSON PR"	"0"	""
"grover s"	"JORDAN-SCIUTTO K"	"0"	""
"grover s"	"JUNE CH"	"0"	""
"grover s"	"koenig h"	"0"	""
"grover s"	"Kohler HP"	"0"	""
"grover s"	"KOHLI RM"	"0"	""
"grover s"	"KOLSON D"	"0"	""
"grover s"	"kovaric cl"	"0"	""
"grover s"	"LANGLEBEN DD"	"0"	""
"grover s"	"LIEBERMAN PM"	"0"	""
"grover s"	"LIU C"	"0"	""
"grover s"	"Lo Re V"	"0"	""
"grover s"	"LOWENTHAL ED"	"0"	""
"grover s"	"Mcguire JL"	"0"	""
"grover s"	"METZGER DS"	"0"	""
"grover s"	"MONTANER L"	"0"	""
"grover s"	"Moore JH"	"0"	""
"grover s"	"morroni c"	"1"	"26579491"
"grover s"	"O'doherty U"	"0"	""
"grover s"	"OBRIEN CP"	"0"	""
"grover s"	"ratcliffe s"	"1"	"29619965"
"grover s"	"RILEY JL"	"0"	""
"grover s"	"ROBERTSON ES"	"1"	"26579491"
"grover s"	"ROSS R"	"0"	""
"grover s"	"rutstein r"	"0"	""
"grover s"	"sawinski d"	"0"	""
"grover s"	"SCHNOLL RA"	"0"	""
"grover s"	"schulman ln"	"0"	""
"grover s"	"SCOTT PA"	"0"	""
"grover s"	"SHAW GM"	"0"	""
"grover s"	"shaw pa"	"0"	""
"grover s"	"stallings v"	"0"	""
"grover s"	"steenhoff ap"	"0"	""
"grover s"	"stevens r"	"0"	""
"grover s"	"su lf"	"0"	""
"grover s"	"TEBAS P"	"0"	""
"grover s"	"Teitelman A"	"0"	""
"grover s"	"Tomescu C"	"0"	""
"grover s"	"van duyne g"	"0"	""
"grover s"	"VILLARRUEL A"	"0"	""
"grover s"	"WEINER DB"	"0"	""
"grover s"	"Weissman D"	"0"	""
"grover s"	"WHERRY EJ"	"0"	""
"grover s"	"Wood s"	"0"	""
"grover s"	"WOODY GE"	"0"	""
"grover s"	"YEHIA B"	"0"	""
"grover s"	"YOU J"	"0"	""
"grover s"	"Yuan Y"	"0"	""
"grover s"	"ZETOLA N"	"3"	"29619965,28717682,26579491"
"HAHN BH"	"Hahn SM"	"0"	""
"HAHN BH"	"HOXIE J"	"0"	""
"HAHN BH"	"HUNTER CA"	"0"	""
"HAHN BH"	"jarvis jn"	"0"	""
"HAHN BH"	"JEMMOTT J"	"0"	""
"HAHN BH"	"JEMMOTT L"	"0"	""
"HAHN BH"	"JOHNSON PR"	"0"	""
"HAHN BH"	"JORDAN-SCIUTTO K"	"0"	""
"HAHN BH"	"JUNE CH"	"0"	""
"HAHN BH"	"koenig h"	"0"	""
"HAHN BH"	"Kohler HP"	"0"	""
"HAHN BH"	"KOHLI RM"	"0"	""
"HAHN BH"	"KOLSON D"	"0"	""
"HAHN BH"	"kovaric cl"	"0"	""
"HAHN BH"	"LANGLEBEN DD"	"0"	""
"HAHN BH"	"LIEBERMAN PM"	"0"	""
"HAHN BH"	"LIU C"	"0"	""
"HAHN BH"	"Lo Re V"	"0"	""
"HAHN BH"	"LOWENTHAL ED"	"0"	""
"HAHN BH"	"Mcguire JL"	"0"	""
"HAHN BH"	"METZGER DS"	"0"	""
"HAHN BH"	"MONTANER L"	"0"	""
"HAHN BH"	"Moore JH"	"0"	""
"HAHN BH"	"morroni c"	"0"	""
"HAHN BH"	"O'doherty U"	"0"	""
"HAHN BH"	"OBRIEN CP"	"0"	""
"HAHN BH"	"ratcliffe s"	"0"	""
"HAHN BH"	"RILEY JL"	"0"	""
"HAHN BH"	"ROBERTSON ES"	"0"	""
"HAHN BH"	"ROSS R"	"0"	""
"HAHN BH"	"rutstein r"	"0"	""
"HAHN BH"	"sawinski d"	"0"	""
"HAHN BH"	"SCHNOLL RA"	"0"	""
